Elapsed time   0.00046s,,0.00046,s
Elapsed time   0.00024s,,0.00024,s
Elapsed time   0.00021s,,0.00021,s
Elapsed time   0.00039s,,0.00039,s
Elapsed time   0.00023s,,0.00023,s
Elapsed time   0.00020s,,0.0002,s
Elapsed time   0.00027s,,0.00027,s
Elapsed time   0.00021s,,0.00021,s
Elapsed time   0.00023s,,0.00023,s
Elapsed time   0.00022s,,0.00022,s
,,,
Mean Running Time,,0.000266,s
