best m,c is 1.620000,13.990000 with error 11.978514 in direction 0
best m,c is 1.620000,14.000000 with error 11.975801 in direction 0
best m,c is 1.620000,14.010000 with error 11.973095 in direction 0
best m,c is 1.620000,14.020000 with error 11.970397 in direction 0
best m,c is 1.620000,14.030000 with error 11.967706 in direction 0
best m,c is 1.620000,14.040000 with error 11.965024 in direction 0
best m,c is 1.620000,14.050000 with error 11.962349 in direction 0
best m,c is 1.610000,14.060000 with error 11.959623 in direction 7
best m,c is 1.610000,14.070000 with error 11.956549 in direction 0
best m,c is 1.610000,14.080000 with error 11.953482 in direction 0
best m,c is 1.610000,14.090000 with error 11.950423 in direction 0
best m,c is 1.610000,14.100000 with error 11.947372 in direction 0
best m,c is 1.610000,14.110000 with error 11.944328 in direction 0
best m,c is 1.610000,14.120000 with error 11.941292 in direction 0
best m,c is 1.610000,14.130000 with error 11.938264 in direction 0
best m,c is 1.610000,14.140000 with error 11.935243 in direction 0
best m,c is 1.610000,14.150000 with error 11.932230 in direction 0
best m,c is 1.610000,14.160000 with error 11.929224 in direction 0
best m,c is 1.610000,14.170000 with error 11.926226 in direction 0
best m,c is 1.610000,14.180000 with error 11.923236 in direction 0
best m,c is 1.610000,14.190000 with error 11.920253 in direction 0
best m,c is 1.610000,14.200000 with error 11.917278 in direction 0
best m,c is 1.610000,14.210000 with error 11.914311 in direction 0
best m,c is 1.610000,14.220000 with error 11.911351 in direction 0
best m,c is 1.610000,14.230000 with error 11.908399 in direction 0
best m,c is 1.610000,14.240000 with error 11.905454 in direction 0
best m,c is 1.610000,14.250000 with error 11.902518 in direction 0
best m,c is 1.610000,14.260000 with error 11.899589 in direction 0
best m,c is 1.610000,14.270000 with error 11.896667 in direction 0
best m,c is 1.610000,14.280000 with error 11.893754 in direction 0
best m,c is 1.610000,14.290000 with error 11.890848 in direction 0
best m,c is 1.610000,14.300000 with error 11.887949 in direction 0
best m,c is 1.610000,14.310000 with error 11.885059 in direction 0
best m,c is 1.610000,14.320000 with error 11.882176 in direction 0
best m,c is 1.610000,14.330000 with error 11.879301 in direction 0
best m,c is 1.610000,14.340000 with error 11.876433 in direction 0
best m,c is 1.610000,14.350000 with error 11.873573 in direction 0
best m,c is 1.610000,14.360000 with error 11.870721 in direction 0
best m,c is 1.610000,14.370000 with error 11.867877 in direction 0
best m,c is 1.610000,14.380000 with error 11.865041 in direction 0
best m,c is 1.610000,14.390000 with error 11.862212 in direction 0
best m,c is 1.610000,14.400000 with error 11.859391 in direction 0
best m,c is 1.610000,14.410000 with error 11.856578 in direction 0
best m,c is 1.610000,14.420000 with error 11.853772 in direction 0
best m,c is 1.610000,14.430000 with error 11.850975 in direction 0
best m,c is 1.610000,14.440000 with error 11.848185 in direction 0
best m,c is 1.610000,14.450000 with error 11.845403 in direction 0
best m,c is 1.610000,14.460000 with error 11.842628 in direction 0
best m,c is 1.610000,14.470000 with error 11.839862 in direction 0
best m,c is 1.610000,14.480000 with error 11.837103 in direction 0
best m,c is 1.610000,14.490000 with error 11.834352 in direction 0
best m,c is 1.610000,14.500000 with error 11.831609 in direction 0
best m,c is 1.610000,14.510000 with error 11.828874 in direction 0
best m,c is 1.610000,14.520000 with error 11.826146 in direction 0
best m,c is 1.610000,14.530000 with error 11.823427 in direction 0
best m,c is 1.610000,14.540000 with error 11.820715 in direction 0
best m,c is 1.610000,14.550000 with error 11.818011 in direction 0
best m,c is 1.610000,14.560000 with error 11.815315 in direction 0
best m,c is 1.610000,14.570000 with error 11.812627 in direction 0
best m,c is 1.610000,14.580000 with error 11.809946 in direction 0
best m,c is 1.610000,14.590000 with error 11.807274 in direction 0
best m,c is 1.610000,14.600000 with error 11.804609 in direction 0
best m,c is 1.610000,14.610000 with error 11.801952 in direction 0
best m,c is 1.610000,14.620000 with error 11.799303 in direction 0
best m,c is 1.610000,14.630000 with error 11.796662 in direction 0
best m,c is 1.610000,14.640000 with error 11.794029 in direction 0
best m,c is 1.610000,14.650000 with error 11.791404 in direction 0
best m,c is 1.610000,14.660000 with error 11.788786 in direction 0
